,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
30,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,0,4,0,0.0
31,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,1,4,0,0.0
32,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,2,4,0,0.0
33,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,3,4,0,0.0
34,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,4,4,0,0.0
35,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,5,4,0,0.0
36,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,6,4,0,0.0
37,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,7,4,0,0.0
38,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,8,4,0,0.0
39,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,9,4,0,0.0
40,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,10,4,0,0.0
41,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,11,4,0,0.0
42,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,12,4,0,0.0
43,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,13,4,0,0.0
44,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,14,4,0,0.0
45,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,15,4,0,0.0
46,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,16,4,0,0.0
47,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,17,4,0,0.0
48,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,18,4,0,0.0
49,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,19,4,0,0.0
50,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,20,4,0,0.0
51,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,21,4,0,0.0
52,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,22,4,0,0.0
53,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,23,4,0,0.0
54,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,24,4,0,0.0
55,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,25,4,0,0.0
56,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,26,4,0,0.0
57,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,27,4,0,0.0
58,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,28,4,0,0.0
59,llama-3.1-70B-instruct,aime2025_cot,1.0,-1,29,4,0,0.0
41916,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,0,7,0,0.0
41917,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,1,7,0,0.0
41918,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,2,7,0,0.0
41919,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,3,7,0,0.0
41920,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,4,7,0,0.0
41921,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,5,7,0,0.0
41922,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,6,7,0,0.0
41923,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,7,7,0,0.0
41924,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,8,7,0,0.0
41925,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,9,7,0,0.0
41926,llama-3.1-8B-instruct,aime2025_cot,1.0,-1,10,7,0,0.0
