,example_id,min_pass1_of_model,num_solved,models,pass1_of_ex,pass@any_of_ex,tau,example_link
0,0,0.03333333333333333,18,"['qwen2-math-1.5b-instruct' 'qwen2-math-7b-instruct'
 'qwen2.5-coder-32b-instruct' 'qwen3-1.7b' 'qwen3-14b' 'qwen3-32b'
 'qwen3-4b' 'qwen3-8b' 'deepseek_r1_distill_llama_70b'
 'deepseek_r1_distill_llama_8b' 'deepseek_r1_distill_qwen_1.5b'
 'deepseek_r1_distill_qwen_14b' 'deepseek_r1_distill_qwen_32b'
 'deepseek_r1_distill_qwen_7b' 'google_gemma_2_27b_it'
 'google_gemma_3_12b_it' 'google_gemma_3_27b_it' 'google_gemma_3_4b_it']",0.28846153846153844,0.34615384615384615,0.7464440762092399,0
1,1,,0,[],0.0,0.0,,1
2,10,,0,[],0.0,0.0,,10
3,11,,0,[],0.0,0.0,,11
4,12,0.011111111109999999,1,['mistralai_mixtral_8x7b_instruct_v0.1'],0.006410256409615385,0.019230769230769232,0.01735999271227659,12
5,13,,0,[],0.0,0.0,,13
6,14,,0,[],0.0,0.0,,14
7,15,0.05,10,"['qwen2-math-72b-instruct' 'qwen2.5-coder-32b-instruct' 'qwen3-14b'
 'qwen3-32b' 'qwen3-4b' 'qwen3-8b' 'deepseek_r1_distill_llama_70b'
 'deepseek_r1_distill_qwen_7b' 'google_gemma_3_12b_it'
 'google_gemma_3_27b_it']",0.12179487179423076,0.19230769230769232,0.5447999632509479,15
8,16,0.016666666666666666,16,"['qwen2-math-72b-instruct' 'qwen2-math-7b-instruct'
 'qwen2.5-coder-32b-instruct' 'qwen2.5-coder-7b-instruct' 'qwen3-1.7b'
 'qwen3-14b' 'qwen3-4b' 'qwen3-8b' 'deepseek_r1_distill_llama_70b'
 'deepseek_r1_distill_llama_8b' 'deepseek_r1_distill_qwen_14b'
 'deepseek_r1_distill_qwen_32b' 'deepseek_r1_distill_qwen_7b'
 'google_gemma_3_12b_it' 'google_gemma_3_27b_it' 'google_gemma_3_4b_it']",0.22884615384615387,0.3076923076923077,0.7201250993951136,16
9,17,,0,[],0.0,0.0,,17
10,18,0.175,6,"['deepseek_r1_distill_llama_70b' 'deepseek_r1_distill_qwen_14b'
 'deepseek_r1_distill_qwen_32b' 'deepseek_r1_distill_qwen_7b'
 'google_gemma_3_12b_it' 'google_gemma_3_27b_it']",0.10096153846153846,0.11538461538461539,0.5047590593341935,18
11,19,0.008333333333333333,3,"['qwen2.5-coder-32b-instruct' 'mistralai_ministral_8b_instruct_2410'
 'google_gemma_2_9b_it']",0.019230769230769232,0.057692307692307696,0.0990252866108082,19
12,2,0.016666666666666666,14,"['qwen2.5-coder-7b-instruct' 'qwen3-14b' 'qwen3-32b' 'qwen3-4b' 'qwen3-8b'
 'deepseek_r1_distill_llama_70b' 'deepseek_r1_distill_llama_8b'
 'deepseek_r1_distill_qwen_1.5b' 'deepseek_r1_distill_qwen_14b'
 'deepseek_r1_distill_qwen_32b' 'deepseek_r1_distill_qwen_7b'
 'google_gemma_3_12b_it' 'google_gemma_3_27b_it' 'google_gemma_3_4b_it']",0.2,0.2692307692307692,0.6959238165010297,2
