,model_a,model_b,total,accA,accB,sum(A!=B),sum(A-B),SE_signtest,pvalue,SE_pred(A-B),SE_x(A-B),SE(A-B),"corr(A,B)",benchmark_id
0,deepseek_r1_distill_llama_70b,deepseek_r1_distill_qwen_14b,800.0,0.468125,0.47045454545550003,214.6090909055,-1.8636363644000085,0.01831192793071892,0.9455214144492768,0.016373257114773464,0.008199778808957432,0.01831174270959231,0.8105083163165552,cruxeval_input_cot
1,deepseek_r1_distill_llama_70b,google_codegemma_1.1_7b_it,800.0,0.468125,0.44673076922987504,270.06923076612003,17.11538461610003,0.02054222901907343,0.3613358826694233,0.01676022771266847,0.011853514192160722,0.020528298314381927,0.5870993891099687,cruxeval_input_cot
2,deepseek_r1_distill_llama_70b,google_gemma_2_9b_it,800.0,0.468125,0.47937500000012506,237.91666666572,-9.000000000099988,0.019280684419003064,0.6033972369843799,0.015547362673725987,0.011395880941454939,0.019276581349922602,0.6605009715404233,cruxeval_input_cot
3,deepseek_r1_distill_llama_70b,google_gemma_3_4b_it,800.0,0.468125,0.43701923076775,258.31538461304,24.884615385800004,0.020090241124931154,0.15202865125192047,0.016413523500168184,0.011532760886617276,0.02006011783012409,0.6196574471251121,cruxeval_input_cot
4,deepseek_r1_distill_llama_70b,llama-3.1-8B-instruct,800.0,0.468125,0.419,267.5,39.30000000000004,0.02044428404224516,0.019870551616344007,0.011439378261076955,0.01685505244633638,0.020370374762599484,0.4279518719081291,cruxeval_input_cot
5,deepseek_r1_distill_llama_70b,mistralai_mathstral_7b_v0.1,800.0,0.468125,0.4397727272715,258.89999999715997,22.681818182799987,0.02011296223820754,0.19097469581451976,0.016441728904612218,0.011541056555260122,0.02008796743785875,0.6185916867834329,cruxeval_input_cot
6,deepseek_r1_distill_llama_70b,mistralai_ministral_8b_instruct_2410,800.0,0.468125,0.4330681818155,256.97272727014,28.045454547600002,0.020037961132799757,0.09131208693228565,0.01648486893845864,0.011323990322095336,0.01999959151415517,0.6303713898850853,cruxeval_input_cot
7,deepseek_r1_distill_llama_70b,mistralai_mixtral_8x22b_instruct_v0.1,800.0,0.468125,0.5605681818193751,248.48181817894,-73.95454545550001,0.019704132584424865,3.034620085480341e-06,0.01651773636614857,0.010234014310713769,0.019431177616744726,0.6982167866115755,cruxeval_input_cot
8,deepseek_r1_distill_llama_70b,qwen1.5-14b-chat,800.0,0.468125,0.39562499999825,260.44999999892,58.0000000014,0.020173079214594696,0.00038780629202563255,0.01622292081345967,0.01171322554970288,0.02000956802377291,0.6050462699950462,cruxeval_input_cot
9,deepseek_r1_distill_llama_70b,qwen1.5-32b-chat,800.0,0.468125,0.41443181817999997,251.69999999753998,42.95454545599999,0.019831319925717406,0.007898597468932808,0.016360633404787217,0.011045688180139453,0.0197402520951155,0.6488542889994392,cruxeval_input_cot
