,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
0,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,0,13,0,0.0
1,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,1,13,0,0.0
2,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,2,13,0,0.0
3,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,3,13,0,0.0
4,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,4,13,0,0.0
5,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,5,13,0,0.0
6,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,6,13,0,0.0
7,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,7,13,0,0.0
8,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,8,13,0,0.0
9,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,9,13,0,0.0
10,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,10,13,0,0.0
11,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,11,13,0,0.0
12,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,12,13,0,0.0
13,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,13,13,0,0.0
14,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,14,13,0,0.0
15,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,15,13,0,0.0
16,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,16,13,0,0.0
17,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,17,13,0,0.0
18,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,18,13,0,0.0
19,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,19,13,0,0.0
20,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,20,13,0,0.0
21,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,21,13,0,0.0
22,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,22,13,0,0.0
23,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,23,13,0,0.0
24,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,24,13,0,0.0
25,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,25,13,0,0.0
26,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,26,13,0,0.0
27,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,27,13,0,0.0
28,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,28,13,0,0.0
29,qwen1.5-0.5b-chat,aime2024_cot,0.7,-1,29,13,0,0.0
44576,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,0,11,0,0.0
44577,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,1,11,0,0.0
44578,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,2,11,0,0.0
44579,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,3,11,0,0.0
44580,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,4,11,0,0.0
44581,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,5,11,0,0.0
44582,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,6,11,0,0.0
44583,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,7,11,0,0.0
44584,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,8,11,0,0.0
44585,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,9,11,0,0.0
44586,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,10,11,0,0.0
44587,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,11,11,0,0.0
44588,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,12,11,0,0.0
44589,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,13,11,0,0.0
44590,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,14,11,0,0.0
44591,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,15,11,0,0.0
44592,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,16,11,0,0.0
44593,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,17,11,0,0.0
44594,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,18,11,0,0.0
44595,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,19,11,0,0.0
44596,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,20,11,0,0.0
44597,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,21,11,0,0.0
44598,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,22,11,0,0.0
44599,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,23,11,0,0.0
44600,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,24,11,0,0.0
44601,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,25,11,0,0.0
44602,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,26,11,0,0.0
44603,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,27,11,0,0.0
44604,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,28,11,0,0.0
44605,qwen1.5-1.8b-chat,aime2024_cot,0.7,-1,29,11,0,0.0
89152,qwen1.5-14b-chat,aime2024_cot,0.7,-1,0,12,0,0.0
89153,qwen1.5-14b-chat,aime2024_cot,0.7,-1,1,12,0,0.0
89154,qwen1.5-14b-chat,aime2024_cot,0.7,-1,2,12,0,0.0
89155,qwen1.5-14b-chat,aime2024_cot,0.7,-1,3,12,0,0.0
89156,qwen1.5-14b-chat,aime2024_cot,0.7,-1,4,12,0,0.0
89157,qwen1.5-14b-chat,aime2024_cot,0.7,-1,5,12,0,0.0
89158,qwen1.5-14b-chat,aime2024_cot,0.7,-1,6,12,0,0.0
89159,qwen1.5-14b-chat,aime2024_cot,0.7,-1,7,12,0,0.0
89160,qwen1.5-14b-chat,aime2024_cot,0.7,-1,8,12,0,0.0
89161,qwen1.5-14b-chat,aime2024_cot,0.7,-1,9,12,0,0.0
89162,qwen1.5-14b-chat,aime2024_cot,0.7,-1,10,12,0,0.0
89163,qwen1.5-14b-chat,aime2024_cot,0.7,-1,11,12,0,0.0
89164,qwen1.5-14b-chat,aime2024_cot,0.7,-1,12,12,0,0.0
89165,qwen1.5-14b-chat,aime2024_cot,0.7,-1,13,12,0,0.0
89166,qwen1.5-14b-chat,aime2024_cot,0.7,-1,14,12,0,0.0
89167,qwen1.5-14b-chat,aime2024_cot,0.7,-1,15,12,0,0.0
89168,qwen1.5-14b-chat,aime2024_cot,0.7,-1,16,12,0,0.0
89169,qwen1.5-14b-chat,aime2024_cot,0.7,-1,17,12,0,0.0
89170,qwen1.5-14b-chat,aime2024_cot,0.7,-1,18,12,0,0.0
89171,qwen1.5-14b-chat,aime2024_cot,0.7,-1,19,12,0,0.0
89172,qwen1.5-14b-chat,aime2024_cot,0.7,-1,20,12,0,0.0
89173,qwen1.5-14b-chat,aime2024_cot,0.7,-1,21,12,0,0.0
89174,qwen1.5-14b-chat,aime2024_cot,0.7,-1,22,12,0,0.0
89175,qwen1.5-14b-chat,aime2024_cot,0.7,-1,23,12,0,0.0
89176,qwen1.5-14b-chat,aime2024_cot,0.7,-1,24,12,0,0.0
89177,qwen1.5-14b-chat,aime2024_cot,0.7,-1,25,12,0,0.0
89178,qwen1.5-14b-chat,aime2024_cot,0.7,-1,26,12,0,0.0
89179,qwen1.5-14b-chat,aime2024_cot,0.7,-1,27,12,0,0.0
89180,qwen1.5-14b-chat,aime2024_cot,0.7,-1,28,12,0,0.0
89181,qwen1.5-14b-chat,aime2024_cot,0.7,-1,29,12,0,0.0
134223,qwen1.5-32b-chat,aime2024_cot,0.7,-1,0,11,0,0.0
134224,qwen1.5-32b-chat,aime2024_cot,0.7,-1,1,11,1,0.0909090909
134225,qwen1.5-32b-chat,aime2024_cot,0.7,-1,2,11,0,0.0
134226,qwen1.5-32b-chat,aime2024_cot,0.7,-1,3,11,1,0.0909090909
134227,qwen1.5-32b-chat,aime2024_cot,0.7,-1,4,11,0,0.0
134228,qwen1.5-32b-chat,aime2024_cot,0.7,-1,5,11,0,0.0
134229,qwen1.5-32b-chat,aime2024_cot,0.7,-1,6,11,0,0.0
134230,qwen1.5-32b-chat,aime2024_cot,0.7,-1,7,11,0,0.0
134231,qwen1.5-32b-chat,aime2024_cot,0.7,-1,8,11,0,0.0
134232,qwen1.5-32b-chat,aime2024_cot,0.7,-1,9,11,0,0.0
134233,qwen1.5-32b-chat,aime2024_cot,0.7,-1,10,11,0,0.0
134234,qwen1.5-32b-chat,aime2024_cot,0.7,-1,11,11,0,0.0
134235,qwen1.5-32b-chat,aime2024_cot,0.7,-1,12,11,0,0.0
134236,qwen1.5-32b-chat,aime2024_cot,0.7,-1,13,11,0,0.0
134237,qwen1.5-32b-chat,aime2024_cot,0.7,-1,14,11,0,0.0
134238,qwen1.5-32b-chat,aime2024_cot,0.7,-1,15,11,0,0.0
134239,qwen1.5-32b-chat,aime2024_cot,0.7,-1,16,11,0,0.0
134240,qwen1.5-32b-chat,aime2024_cot,0.7,-1,17,11,0,0.0
134241,qwen1.5-32b-chat,aime2024_cot,0.7,-1,18,11,0,0.0
134242,qwen1.5-32b-chat,aime2024_cot,0.7,-1,19,11,0,0.0
134243,qwen1.5-32b-chat,aime2024_cot,0.7,-1,20,11,0,0.0
134244,qwen1.5-32b-chat,aime2024_cot,0.7,-1,21,11,0,0.0
134245,qwen1.5-32b-chat,aime2024_cot,0.7,-1,22,11,0,0.0
