,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
0,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,0,1100,4,0.0036363636
1,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,1,1100,35,0.0318181818
2,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,2,1100,185,0.1681818182
3,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,3,1100,67,0.0609090909
4,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,4,1100,5,0.0045454545
5,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,5,1100,2,0.0018181818
6,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,6,1100,4,0.0036363636
7,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,7,1100,5,0.0045454545
8,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,8,1100,3,0.0027272727
9,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,9,1100,0,0.0
10,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,10,1100,0,0.0
11,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,11,1100,0,0.0
12,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,12,1100,0,0.0
13,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,13,1100,2,0.0018181818
14,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,14,1100,2,0.0018181818
15,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,15,1100,0,0.0
16,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,16,1100,28,0.0254545455
17,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,17,1100,2,0.0018181818
18,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,18,1100,2,0.0018181818
19,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,19,1100,6,0.0054545455
20,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,20,1100,82,0.0745454545
21,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,21,1100,0,0.0
22,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,22,1100,0,0.0
23,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,23,1100,0,0.0
24,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,24,1100,2,0.0018181818
25,llama-3.2-1B-instruct,aime2024_cot,0.7,-1,25,1100,1,0.0009090909
