,model,pass1,std(E(A)),E(std(A)),std(A),N,win_rate,elo
92,20250612_trae,0.752,0.0193130008025682,0.0,0.019313000802568203,,0.31819565217391305,1109.5506560708338
89,20250603_Refact_Agent_claude-4-sonnet,0.744,0.01951737687293044,0.0,0.01951737687293044,,0.3096521739130435,1106.413524727985
84,20250522_tools_claude-4-opus,0.732,0.019807877220944195,0.0,0.0198078772209442,,0.3110652173913043,1101.7357779795911
85,20250522_tools_claude-4-sonnet,0.724,0.019991198063147687,0.0,0.019991198063147694,,0.3010434782608696,1098.635070970529
91,20250611_moatless_claude-4-sonnet-20250514,0.708,0.0203340109176719,0.0,0.0203340109176719,,0.27993478260869564,1092.473832042615
81,20250519_trae,0.706,0.02037469018169356,0.0,0.02037469018169356,,0.27945652173913044,1091.707277187152
86,20250524_openhands_claude_4_sonnet,0.704,0.02041489652190283,0.0,0.020414896521902825,,0.2852826086956522,1090.9414944324128
78,20250515_Refact_Agent,0.704,0.02041489652190283,0.0,0.020414896521902825,,0.2762826086956522,1090.9414944324128
90,20250610_augment_agent_v1,0.704,0.02041489652190283,0.0,0.020414896521902825,,0.2863478260869565,1090.9414944324128
80,20250519_devlo,0.702,0.020454632727086548,0.0,0.020454632727086548,,0.2756521739130435,1090.1764755336976
74,20250430_zencoder_ai,0.7,0.020493901531919195,0.0,0.020493901531919198,,0.2782173913043478,1089.412212291348
79,20250516_cortexa_o3,0.682,0.02082671361497056,0.0,0.020826713614970557,,0.26560869565217393,1082.566516611196
83,20250522_sweagent_claude-4-sonnet-20250514,0.666,0.02109236828807993,0.0,0.02109236828807993,,0.2586086956521739,1076.5276191605758
77,20250514_aime_coder,0.664,0.02112363605064242,0.0,0.02112363605064242,,0.2519130434782609,1075.7756051066904
73,20250415_openhands,0.658,0.021214900423994452,0.0,0.021214900423994452,,0.2484782608695652,1073.5231815860702
71,20250405_amazon-q-developer-agent-20250405-dev,0.654,0.021273645667821018,0.0,0.021273645667821018,,0.24219565217391303,1072.0245082709787
70,20250316_augment_agent_v0,0.654,0.021273645667821018,0.0,0.021273645667821018,,0.2405,1072.0245082709787
58,20250117_wandb_programmer_o1_crosscheck5,0.646,0.021386163751360363,0.0,0.021386163751360363,,0.2378695652173913,1069.0339632880768
75,20250503_patchpilot-v1.1-o4-mini,0.646,0.021386163751360366,0.0,0.021386163751360363,,0.2401304347826087,1069.0339632880768
63,20250206_agentscope,0.634,0.021542701780417423,0.0,0.021542701780417423,,0.2225,1064.5642995559897
65,20250224_tools_claude-3-7-sonnet,0.632,0.021567382780485908,0.0,0.021567382780485905,,0.23045652173913042,1063.8211507327314
55,20250110_blackboxai_agent_v1.1,0.628,0.02161554995830548,0.0,0.021615549958305478,,0.233,1062.3363300256128
68,20250228_epam-ai-run-claude-3-5-sonnet,0.628,0.021615549958305478,0.0,0.021615549958305478,,0.22452173913043477,1062.3363300256128
66,20250225_sweagent_claude-3-7-sonnet,0.624,0.02166213285897767,0.0,0.021662132858977667,,0.22134782608695652,1060.853433441176
53,20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.622,0.02168483340955148,0.0,0.02168483340955148,,0.2194782608695652,1060.1126898922232
62,20250203_openhands_4x_scaled,0.608,0.02183281933237208,0.0,0.02183281933237208,,0.2096304347826087,1054.9400217178827
56,20250110_learn_by_interact_claude3.5,0.602,0.021890454540735328,0.0,0.02189045454073533,,0.23478260869565218,1052.7295209001902
72,20250410_cortexa,0.582,0.022057923746354735,0.0,0.02205792374635473,,0.1951304347826087,1045.3859671843024
52,20241213_devlo,0.582,0.022057923746354735,0.0,0.02205792374635473,,0.19471739130434781,1045.3859671843024
54,20241223_emergent,0.572,0.022127629787213995,0.0,0.02212762978721399,,0.1840217391304348,1041.7270896590571
49,20241208_gru,0.57,0.022140460699813812,0.0,0.022140460699813815,,0.1864782608695652,1040.9962485379165
50,20241212_epam-ai-run-claude-3-5-sonnet,0.554,0.0222298897883008,0.0,0.022229889788300795,,0.17376086956521739,1035.1597303838025
48,20241202_amazon-q-developer-agent-20241202-dev,0.55,0.02224859546128699,0.0,0.022248595461286987,,0.17530434782608695,1033.7032215337742
41,20241108_devlo,0.542,0.02228165164434629,0.0,0.022281651644346295,,0.17097826086956522,1030.7930232687816
60,20250120_Bracket,0.532,0.02231483811278944,0.0,0.022314838112789434,,0.18221739130434783,1027.1600892936551
35,20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.53,0.02232039426175084,0.0,0.022320394261750847,,0.168,1026.4340875358312
51,20241212_google_jules_gemini_2.0_flash_experimental,0.522,0.0223390241505756,0.0,0.0223390241505756,,0.16693478260869565,1023.531842953328
44,20241125_enginelabs,0.518,0.022346185356789647,0.0,0.022346185356789647,,0.16734782608695653,1022.0816998644452
61,20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.516,0.022349228174592513,0.0,0.02234922817459252,,0.16006521739130436,1021.3568536395251
47,20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.508,0.02235781742478456,0.0,0.022357817424784557,,0.159,1018.4588417210352
34,20241028_solver,0.5,0.022360679774997897,0.0,0.022360679774997897,,0.15039130434782608,1015.5627622306108
45,20241125_marscode-agent-dev,0.5,0.022360679774997897,0.0,0.022360679774997897,,0.15389130434782608,1015.5627622306108
38,20241105_nfactorial,0.492,0.02235781742478456,0.0,0.02235781742478456,,0.14591304347826087,1012.6682645731879
30,20241022_tools_claude-3-5-sonnet-updated,0.49,0.02235620719173984,0.0,0.022356207191739835,,0.14695652173913043,1011.9448464261948
32,20241025_composio_swekit,0.486,0.02235191266983656,0.0,0.022351912669836556,,0.1411304347826087,1010.498219613739
39,20241106_navie-2-gpt4o-sonnet,0.472,0.02232559069767248,0.0,0.02232559069767248,,0.14630434782608695,1005.4366566713248
82,20250520_openhands_devstral_small,0.468,0.02231483811278944,0.0,0.022314838112789438,,0.1385,1003.990783479532
31,20241023_emergent,0.466,0.02230892198202325,0.0,0.022308921982023246,,0.1346521739130435,1003.2678678514428
40,20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,0.462,0.022296008611408454,0.0,0.022296008611408458,,0.13134782608695653,1001.8220515857371
88,20250528_patchpilot_Co-PatcheR,0.46,0.022289010745208053,0.0,0.022289010745208053,,0.13304347826086957,1001.0991401727258
22,20240924_solver,0.454,0.022265848288354078,0.0,0.022265848288354075,,0.12513043478260868,998.9303281645838
18,20240824_gru,0.452,0.02225740326273485,0.0,0.022257403262734853,,0.12752173913043477,998.2073469450354
59,20250118_codeshellagent_gemini_2.0_flash_experimental,0.442,0.022209727598509626,0.0,0.022209727598509622,,0.12686956521739132,994.5918691003578
21,20240920_solver,0.436,0.022176744576244734,0.0,0.02217674457624473,,0.12019565217391304,992.421930642038
87,20250527_amazon.nova-premier-v1.0,0.424,0.022100859711784968,0.0,0.02210085971178497,,0.1282608695652174,988.0799052589875
64,20250214_agentless_lite_o3_mini,0.424,0.022100859711784968,0.0,0.02210085971178497,,0.12836956521739132,988.0799052589875
57,20250112_ugaiforge,0.416,0.02204286732709699,0.0,0.02204286732709699,,0.10917391304347826,985.1831590467336
37,20241030_nfactorial,0.416,0.02204286732709699,0.0,0.02204286732709699,,0.11776086956521739,985.1831590467336
67,20250226_swerl_llama3_70b,0.412,0.022011633287877575,0.0,0.02201163328787757,,0.11754347826086957,983.7340360645368
27,20241016_composio_swekit,0.406,0.021961967125009547,0.0,0.021961967125009547,,0.10569565217391304,981.5592906593275
29,20241022_tools_claude-3-5-haiku,0.406,0.021961967125009547,0.0,0.021961967125009547,,0.10882608695652174,981.5592906593275
17,20240820_honeycomb,0.406,0.021961967125009547,0.0,0.021961967125009547,,0.11356521739130435,981.5592906593275
42,20241113_nebius-search-open-weight-models-11-24,0.406,0.021961967125009547,0.0,0.021961967125009547,,0.10697826086956522,981.5592906593275
76,20250511_sweagent_lm_32b,0.402,0.021926969694875762,0.0,0.021926969694875762,,0.10473913043478261,980.1086887145175
36,20241029_epam-ai-run-claude-3-5-sonnet,0.396,0.02187162545399861,0.0,0.02187162545399861,,0.10634782608695652,977.9315173795266
14,20240721_amazon-q-developer-agent-20240719-dev,0.388,0.021792475765731623,0.0,0.02179247576573162,,0.106,975.0260201840225
33,20241028_agentless-1.5_gpt4o,0.388,0.021792475765731623,0.0,0.02179247576573162,,0.10317391304347825,975.0260201840225
13,20240628_autocoderover-v20240620,0.384,0.02175058619899703,0.0,0.02175058619899703,,0.1056304347826087,973.5720553351529
11,20240617_factory_code_droid,0.37,0.021591665058535898,0.0,0.021591665058535898,,0.10086956521739131,968.4760188874669
12,20240620_sweagent_claude3.5sonnet,0.336,0.02112363605064242,0.0,0.02112363605064242,,0.08623913043478261,956.0433172780979
69,20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,0.328,0.020995999618975043,0.0,0.02099599961897504,,0.08206521739130435,953.1039919184191
9,20240612_MASAI_gpt4o,0.326,0.02096301505032136,0.0,0.020963015050321363,,0.08258695652173913,952.3682164761998
43,20241120_artemis_agent,0.32,0.020861447696648473,0.0,0.020861447696648477,,0.0811086956521739,950.1585244139349
26,20241007_nfactorial,0.316,0.020791536739741,0.0,0.020791536739741004,,0.0748913043478261,948.6833618513012
